beatmap_id,tags,max_burst_count,max_stream_count,max_max_continuous_stream,max_total_stream_notes,max_rhythm_change_ratio,max_global_rhythm_variance,max_max_stream_spacing_variance,max_buzz_slider_count,max_finger_control_score,max_avg_rhythm_instability,max_avg_spacing_instability,max_slider_disruption_rate,max_num_objects,max_objects_per_sec,max_mean_distance,max_std_distance,max_p95_distance,max_mean_time_gap,max_std_time_gap,max_slider_ratio,max_mean_angle,max_std_angle,max_sharp_angle_ratio,max_square_angle_ratio,max_wide_angle_ratio,max_linear_angle_ratio,max_vertical_jump_ratio,max_perfect_overlap_ratio,max_true_linear_ratio,mean_burst_count,mean_stream_count,mean_max_continuous_stream,mean_total_stream_notes,mean_rhythm_change_ratio,mean_global_rhythm_variance,mean_max_stream_spacing_variance,mean_buzz_slider_count,mean_finger_control_score,mean_avg_rhythm_instability,mean_avg_spacing_instability,mean_slider_disruption_rate,mean_num_objects,mean_objects_per_sec,mean_mean_distance,mean_std_distance,mean_p95_distance,mean_mean_time_gap,mean_std_time_gap,mean_slider_ratio,mean_mean_angle,mean_std_angle,mean_sharp_angle_ratio,mean_square_angle_ratio,mean_wide_angle_ratio,mean_linear_angle_ratio,mean_vertical_jump_ratio,mean_perfect_overlap_ratio,mean_true_linear_ratio,std_burst_count,std_stream_count,std_max_continuous_stream,std_total_stream_notes,std_rhythm_change_ratio,std_global_rhythm_variance,std_max_stream_spacing_variance,std_buzz_slider_count,std_finger_control_score,std_avg_rhythm_instability,std_avg_spacing_instability,std_slider_disruption_rate,std_num_objects,std_objects_per_sec,std_mean_distance,std_std_distance,std_p95_distance,std_mean_time_gap,std_std_time_gap,std_slider_ratio,std_mean_angle,std_std_angle,std_sharp_angle_ratio,std_square_angle_ratio,std_wide_angle_ratio,std_linear_angle_ratio,std_vertical_jump_ratio,std_perfect_overlap_ratio,std_true_linear_ratio,has_peak_stream_section,has_peak_jump_section,is_stream_jump_hybrid
462700,aim;awkward;awkward aim;complex patterns;fast sliders;flow aim;large jumps;large sliders;perfect overlap;slider aim;slider tech;sliders;snap aim;square jumps;tech;wide angles,13.0,2.0,9.0,17.0,0.25283630470016205,109.77655862375943,31.198310565748294,1.0,2.4941879934163387,0.44977685176372084,6.5148525709995795,0.0,619.0,4.698541858011431,177.20846065688,98.58248389959137,360.5957751594119,213.17637540453075,114.499387196682,0.35218093699515346,1.8930442283166793,0.9949845420208793,0.2358642972536349,0.07754442649434572,0.20678513731825526,0.27140549273021003,0.10016155088852989,0.050080775444264945,0.10177705977382875,13.0,2.0,9.0,17.0,0.25283630470016205,109.77655862375943,31.198310565748294,1.0,2.4941879934163387,0.44977685176372084,6.5148525709995795,0.0,619.0,4.698541858011431,177.20846065688,98.58248389959137,360.5957751594119,213.17637540453075,114.499387196682,0.35218093699515346,1.8930442283166793,0.9949845420208793,0.2358642972536349,0.07754442649434572,0.20678513731825526,0.27140549273021003,0.10016155088852989,0.050080775444264945,0.10177705977382875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
404350,alternating;awkward;burst sliders;bursts;consistency;cut streams;doubles;finger control;flow;speed bursts;streams;triples,38.0,6.0,15.0,60.0,0.5670103092783505,147.47818578772743,59.77882682537406,6.0,32.28960660161017,20.04119892024947,27.16110387538975,0.030612244897959183,421.0,4.8490846115784265,113.65870820911337,77.99017383210004,255.5695897245841,218.0452380952381,147.47818578772743,0.4180522565320665,1.1794237244567016,0.933447722305122,0.5510204081632653,0.12589073634204276,0.12826603325415678,0.0688836104513064,0.061224489795918366,0.019002375296912115,0.30612244897959184,22.0,4.5,12.5,44.0,0.5191510876535294,139.99668959372434,56.27919511779895,3.5,27.95783678082826,17.04595705405877,24.749011467657507,0.025994958553492653,259.5,4.723104203167433,105.13760723092261,76.46883312477661,247.42999921731575,213.19787677957783,142.73030239463043,0.4131077609190945,1.0594788921938174,0.8861116098650281,0.51066459838092,0.11396577633428669,0.08964322070871104,0.05484996849095933,0.05555286247515633,0.014603228464782587,0.22432013185321636,16.0,1.5,2.5,16.0,0.047859221624821174,7.4814961940030855,3.4996317075751158,2.5,4.3317698207819095,2.9952418661906988,2.412092407732242,0.004617286344466528,161.5,0.12598040841099323,8.521100978190752,1.5213407073234393,8.139590507268352,4.8473613156602795,4.747883393096984,0.0049444956129720274,0.11994483226288433,0.04733611244009389,0.04035580978234521,0.011924960007756072,0.03862281254544574,0.014033641960347083,0.0056716273207620335,0.004399146832129527,0.08180231712637549,1.0,1.0,1.0
1861487,aim;aim control;aim diff spike;bursts;consistency;deathstream;flow;one third section;spaced bursts;spaced streams;streams;variable streams,55.0,27.0,357.0,660.0,0.3210802700675169,79.71763955214428,91.37128027329359,6.0,37.95532093125273,23.359836705209037,48.568118817294156,0.2334152334152334,1335.0,10.049382716049383,124.05442970609441,86.0567811660606,265.6399894291268,341.06,142.47012458757803,0.250936329588015,1.417898474861778,1.0382364264684039,0.6348195329087049,0.09803921568627451,0.1295880149812734,0.17647058823529413,0.09803921568627451,0.085995085995086,0.20212765957446807,19.8,10.2,112.6,256.2,0.19345061431483307,58.284137817385066,58.55935863307566,1.2,27.268909593427235,14.438984441953505,32.19733571558304,0.09430918280270602,471.6,7.303783489327243,94.62409485901415,62.01482984527089,212.4566157911754,169.73801800286247,92.98490091933665,0.19415224681808446,1.1290829304868297,0.9008688776467322,0.5673251701222595,0.05381556142947659,0.08400317900072611,0.0982150727051903,0.03834849031846603,0.0485933670090582,0.12330291261387143,19.95394697797907,9.495261976375375,129.24797870759915,229.88205671604732,0.07352440518538182,14.502670339073571,34.205228731464835,2.4,14.035831989013106,7.909884790922264,17.06308924496098,0.08881416331036782,462.4108995255194,2.680165447680554,19.70761127733098,17.630768800182683,65.24721438340978,90.860520694296,40.33949086299223,0.050055812140969325,0.18229457399146487,0.141655016211674,0.0799174427987565,0.02372362988141031,0.04013814605228081,0.049359152786801225,0.032666633020946606,0.03130573997872157,0.0476405223470166,1.0,1.0,1.0
909990,aim;aim diff spike;awkward aim;fast;fast jumps;high spacing;jumps;short jumps;wide angles,51.0,2.0,11.0,22.0,0.3888888888888889,97.39882738368827,90.86628999850491,0.0,15.026798563772997,5.0348670379761025,29.920846854353744,0.0029013539651837525,1034.0,4.798255179934569,162.57945956280983,72.71417386206623,277.7140028439899,208.6108422071636,124.41060098143073,0.32011605415860733,2.0262059650597886,0.7988360991773785,0.12475822050290135,0.1218568665377176,0.27079303675048355,0.19439071566731142,0.0551257253384913,0.05319148936170213,0.045454545454545456,51.0,2.0,11.0,22.0,0.3888888888888889,97.39882738368827,90.86628999850491,0.0,15.026798563772997,5.0348670379761025,29.920846854353744,0.0029013539651837525,1034.0,4.798255179934569,162.57945956280983,72.71417386206623,277.7140028439899,208.6108422071636,124.41060098143073,0.32011605415860733,2.0262059650597886,0.7988360991773785,0.12475822050290135,0.1218568665377176,0.27079303675048355,0.19439071566731142,0.0551257253384913,0.05319148936170213,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2060305,aim;comfortable;large jumps;no-bursts;sharp angles;simple rhythm;triples;vertical jumps,2.0,0.0,3.0,0.0,0.334841628959276,102.060680511648,0.0,0.0,0.6,0.5,0.0,0.0,222.0,4.2454724522384355,224.64834617178303,71.78580646789831,328.4935311387425,236.6108597285068,102.060680511648,0.23423423423423423,2.4147658549394846,0.5037811429599997,0.02252252252252252,0.06306306306306306,0.32882882882882886,0.3153153153153153,0.08108108108108109,0.013513513513513514,0.02702702702702703,2.0,0.0,3.0,0.0,0.334841628959276,102.060680511648,0.0,0.0,0.6,0.5,0.0,0.0,222.0,4.2454724522384355,224.64834617178303,71.78580646789831,328.4935311387425,236.6108597285068,102.060680511648,0.23423423423423423,2.4147658549394846,0.5037811429599997,0.02252252252252252,0.06306306306306306,0.32882882882882886,0.3153153153153153,0.08108108108108109,0.013513513513513514,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
654779,aim;aim consistency;awkward aim;cross screen jumps;dense;large jumps,36.0,9.0,28.0,102.0,0.39657282741738065,97.80866468884741,146.13528177280327,15.0,32.15081526401303,11.058906855182997,60.59879346746142,0.2334963325183374,818.0,6.816666666666666,187.10114295226205,119.3992528445037,368.6645060865163,152.19574468085105,97.80866468884741,0.4621026894865526,1.9494629072052876,0.9588851520361976,0.20293398533007334,0.10757946210268948,0.22860635696821516,0.22505307855626328,0.06581740976645435,0.0843520782396088,0.13080684596577016,25.5,6.5,22.5,81.5,0.3791374775384776,93.3260300778019,138.76112735977722,10.5,28.35178091041771,8.290504625336778,60.17643620412024,0.1167481662591687,644.5,6.700566180171112,181.21318422986437,109.92921783095281,353.8492138465949,149.53728482512565,93.3260300778019,0.3902870135330852,1.8902195163256108,0.9022594577198653,0.18851582493679886,0.09837571831249123,0.22258343326117763,0.19687861751774044,0.05919232346513427,0.0570380348735199,0.09512741449031609,10.5,2.5,5.5,20.5,0.017435349878903078,4.482634611045512,7.374154413026048,4.5,3.7990343535953226,2.768402229846219,0.4223572633411763,0.1167481662591687,173.5,0.11610048649555438,5.887958722397684,9.470035013550898,14.815292239921433,2.658459855725397,4.482634611045512,0.07181567595346738,0.059243390879676894,0.0566256943163323,0.014418160393274468,0.009203743790198247,0.006022923707037511,0.028174461038522836,0.006625086301320086,0.027314043366088902,0.03567943147545408,1.0,1.0,1.0
1167920,aim control;alternating;awkward aim;bursts;complex patterns;cut streams;flow;flow aim;micro aim;perfect overlap;slider jumps;sliders;tech;triples;variable bpm,35.0,4.0,9.0,36.0,0.41509433962264153,112.72312226839662,91.85696007656891,12.0,28.132926126044314,15.8317431520495,31.937044755300878,0.08208955223880597,360.0,5.743825387708213,113.68990473455257,79.7100946832154,239.45925084283945,193.25842696629215,122.05888504222166,0.44029850746268656,1.3033166778884209,0.9360635677419104,0.48055555555555557,0.10820895522388059,0.19402985074626866,0.05,0.04477611940298507,0.025,0.2777777777777778,28.5,3.5,9.0,31.0,0.3877147675766839,108.90407303777761,84.84453314311756,8.5,25.08915448067576,13.006705222691636,30.91546850584752,0.06882255389718075,314.0,5.4688119186603075,105.9673127642194,78.02169342661546,230.59659622846974,183.92169259178115,119.33033310742728,0.38681592039800994,1.2073479492192996,0.9329760512040097,0.4305762852404643,0.09716003316749586,0.16368159203980098,0.04552238805970149,0.03488805970149254,0.018097014925373134,0.23776948590381425,6.5,0.5,0.0,5.0,0.027379572045957645,3.8190492306190222,7.012426933451344,3.5,3.043771645368553,2.8250379293578627,1.021576249453359,0.01326699834162521,46.0,0.27501346904790536,7.722591970333163,1.6884012565999384,8.862654614369717,9.336734374510982,2.728551934794382,0.05348258706467662,0.09596872866912132,0.0030875165379006253,0.04997927031509122,0.01104892205638474,0.030348258706467665,0.004477611940298509,0.009888059701492535,0.006902985074626867,0.04000829187396353,0.0,1.0,0.0
3168496,aim control;buzz sliders;dense;fast;finger control;snap;speed bursts;tech,25.0,0.0,6.0,0.0,0.5476190476190477,111.67910557585165,0.0,8.0,24.5119486285705,13.722434048217536,26.362213781152732,0.045454545454545456,174.0,6.115502221196562,110.28453178563788,86.78295484018183,248.84969989075915,215.79768786127167,245.61801832281,0.6149425287356322,1.420487804287325,0.9851089800242087,0.41509433962264153,0.1509433962264151,0.11363636363636363,0.09195402298850575,0.05747126436781609,0.09554140127388536,0.25,15.75,0.0,5.0,0.0,0.4764194139194139,93.39995904248062,0.0,3.25,16.55176518691179,7.923816112675637,23.347726241821405,0.012955993051534453,120.25,5.15825079257694,98.81075397163085,74.09429438385423,217.80016462144872,198.174939471068,201.5470193671596,0.5225765166929816,1.2948998001585448,0.9117704000878406,0.32406748037251876,0.12626098067145644,0.07890969387043921,0.06672505402038904,0.04949662491082413,0.05469729211772609,0.21722071078990007,7.980444849756184,0.0,0.7071067811865476,0.0,0.058450900352483834,12.622056750055254,0.0,2.947456530637899,5.327035258550835,3.708702725451714,3.214451593843325,0.018942374955490685,50.637807022026536,0.5635819182614513,11.995137908416035,9.150712330751157,23.39170399940638,19.53889300942493,28.164748961764516,0.06566589016298206,0.1334592810177128,0.070500632607287,0.06473586669451993,0.016785337092856685,0.021263323674428448,0.02184953165585648,0.008359576737822845,0.02840579351607916,0.04606831699815096,0.0,1.0,0.0
4754115,1-2;aim;aim diff spike;no-triples,2.0,0.0,4.0,0.0,0.639344262295082,102.75641806530447,66.98320154088644,0.0,6.168049212813725,0.6090899896074399,18.123804084282657,0.0,795.0,5.0849083757075695,217.71435519796964,74.0306958200708,339.87167959104477,206.8087431693989,115.77122998921404,0.5177111716621253,2.306262642022908,0.6123819944236379,0.04779874213836478,0.11444141689373297,0.3869209809264305,0.2490566037735849,0.08991825613079019,0.01907356948228883,0.007547169811320755,1.0,0.0,3.0,0.0,0.6009616381007648,100.27936211830476,44.8124615618085,0.0,6.039077564510127,0.5209858619271579,18.04631510065846,0.0,581.0,4.966752660611805,214.0576662329928,72.87338928232269,332.56266817965036,201.8584018113997,109.26382402725926,0.4852706801706853,2.2733566120802333,0.6072516259231651,0.047060134011961685,0.0993590732267407,0.3833975973814543,0.21580895583774612,0.08835535448048942,0.01708395455246517,0.006498380545987352,1.0,0.0,1.0,0.0,0.03838262419431726,2.4770559469997124,22.170739979077943,0.0,0.12897164830359742,0.08810412768028195,0.0774889836241961,0.0,214.0,0.11815571509576507,3.656688964976837,1.1573065377481129,7.309011411394437,4.950341357999193,6.507405961954781,0.032440491491440016,0.032906029942674664,0.005130368500472826,0.0007386081264031015,0.015082343666992272,0.0035233835449762496,0.03324764793583877,0.0015629016503007562,0.0019896149298236597,0.001048789265333402,0.0,1.0,0.0
1857147,burst sliders;complex rhythms;micro aim;soft tech,17.0,3.0,25.0,29.0,0.58,178.20840639855098,27.32711091028248,9.0,4.081642091440697,0.4441772515768494,11.784661293562133,0.09868421052631579,314.0,4.770296548371415,119.40838155210146,81.19473772958014,249.1511142854543,291.3907284768212,244.2794234789965,0.6666666666666666,1.834847361499445,0.9689104579635966,0.32894736842105265,0.14012738853503184,0.21568627450980393,0.21568627450980393,0.09803921568627451,0.21568627450980393,0.17105263157894737,10.25,1.25,16.5,19.75,0.515413426509738,144.13968242305077,16.11322154825093,5.5,2.708865084292948,0.35599260491797363,6.847764739620506,0.07578151216840931,206.0,4.329543093797497,109.0882324637021,74.83329040309991,222.81695639570128,236.68452669729214,169.62420149078264,0.5882360361447405,1.6041422776170622,0.9244099685413009,0.28282161137677597,0.11360913138193349,0.140539985039235,0.1332773657558037,0.05770547925224266,0.08134638416741086,0.1325440255313203,4.968651728587948,1.0897247358851685,8.760707733967616,11.519006033508273,0.04673329130352215,25.948773263165943,9.979400097628579,2.598076211353316,1.0425287046862082,0.05757821896162662,3.8852143054855586,0.022905528642618505,110.46040014412405,0.5138432435982204,13.532278493642218,8.764150472330972,34.35309219301377,32.065416333918535,44.22596614627577,0.04555097284019774,0.14926498894836104,0.029259308316867953,0.033812642170450824,0.026437677175668205,0.049282927395562136,0.0484832832849774,0.024353188760714753,0.07859602818429637,0.026752970029718055,1.0,1.0,1.0
